startTime,task,group,team,score
1751295043933,"LSC2501","LSC25_QA_GRP","LifeSearch1",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","LifeSearch3",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","LifeSearch4",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","U-Cker2",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","SnapSeek2",420.7683333333333
1751295043933,"LSC2501","LSC25_QA_GRP","LifeSearch2",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","Lumina2",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","LifeGraph1",634.6433333333333
1751295043933,"LSC2501","LSC25_QA_GRP","MyEachtraX",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","SnapSneek1",428.6983333333334
1751295043933,"LSC2501","LSC25_QA_GRP","MemoriEase",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","U-Cker3",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","VitaChronicle1",825.05
1751295043933,"LSC2501","LSC25_QA_GRP","U-Cker1",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","Lumina1",311.88666666666666
1751295043933,"LSC2501","LSC25_QA_GRP","VitaChronicle2",639.9416666666666
1751295043933,"LSC2501","LSC25_QA_GRP","LifeGraph2",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","lifeXplore2",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","U-Cker4",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","MEMORIA",657.9766666666667
1751295043933,"LSC2501","LSC25_QA_GRP","lifeXplore",0.0
1751295043933,"LSC2501","LSC25_QA_GRP","T-EAGLE",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","LifeSearch1",808.0983333333334
1751295404416,"LSC2502","LSC25_QA_GRP","LifeSearch3",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","LifeSearch4",519.9733333333334
1751295404416,"LSC2502","LSC25_QA_GRP","U-Cker2",505.49333333333334
1751295404416,"LSC2502","LSC25_QA_GRP","SnapSeek2",554.0566666666666
1751295404416,"LSC2502","LSC25_QA_GRP","LifeSearch2",728.62
1751295404416,"LSC2502","LSC25_QA_GRP","Lumina2",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","LifeGraph1",767.1583333333333
1751295404416,"LSC2502","LSC25_QA_GRP","MyEachtraX",343.2833333333333
1751295404416,"LSC2502","LSC25_QA_GRP","SnapSneek1",459.79166666666663
1751295404416,"LSC2502","LSC25_QA_GRP","MemoriEase",927.28
1751295404416,"LSC2502","LSC25_QA_GRP","U-Cker3",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","VitaChronicle1",698.3366666666667
1751295404416,"LSC2502","LSC25_QA_GRP","U-Cker1",561.3733333333333
1751295404416,"LSC2502","LSC25_QA_GRP","Lumina1",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","VitaChronicle2",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","LifeGraph2",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","lifeXplore2",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","U-Cker4",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","MEMORIA",567.4300000000001
1751295404416,"LSC2502","LSC25_QA_GRP","lifeXplore",0.0
1751295404416,"LSC2502","LSC25_QA_GRP","T-EAGLE",0.0
1751295768918,"LSC2504","LSC25_QA_GRP","LifeSearch1",927.5933333333332
1751295768918,"LSC2504","LSC25_QA_GRP","LifeSearch3",854.09
1751295768918,"LSC2504","LSC25_QA_GRP","LifeSearch4",788.645
1751295768918,"LSC2504","LSC25_QA_GRP","U-Cker2",411.58
1751295768918,"LSC2504","LSC25_QA_GRP","SnapSeek2",870.61
1751295768918,"LSC2504","LSC25_QA_GRP","LifeSearch2",764.4733333333334
1751295768918,"LSC2504","LSC25_QA_GRP","Lumina2",0.0
1751295768918,"LSC2504","LSC25_QA_GRP","LifeGraph1",0.0
1751295768918,"LSC2504","LSC25_QA_GRP","MyEachtraX",805.88
1751295768918,"LSC2504","LSC25_QA_GRP","SnapSneek1",703.1633333333334
1751295768918,"LSC2504","LSC25_QA_GRP","MemoriEase",774.79
1751295768918,"LSC2504","LSC25_QA_GRP","U-Cker3",695.6083333333333
1751295768918,"LSC2504","LSC25_QA_GRP","VitaChronicle1",771.3883333333333
1751295768918,"LSC2504","LSC25_QA_GRP","U-Cker1",0.0
1751295768918,"LSC2504","LSC25_QA_GRP","Lumina1",882.96
1751295768918,"LSC2504","LSC25_QA_GRP","VitaChronicle2",799.1066666666666
1751295768918,"LSC2504","LSC25_QA_GRP","LifeGraph2",0.0
1751295768918,"LSC2504","LSC25_QA_GRP","lifeXplore2",879.78
1751295768918,"LSC2504","LSC25_QA_GRP","U-Cker4",698.3866666666667
1751295768918,"LSC2504","LSC25_QA_GRP","MEMORIA",869.1633333333334
1751295768918,"LSC2504","LSC25_QA_GRP","lifeXplore",780.865
1751295768918,"LSC2504","LSC25_QA_GRP","T-EAGLE",795.125
1751296123921,"LSC2505","LSC25_QA_GRP","LifeSearch1",538.345
1751296123921,"LSC2505","LSC25_QA_GRP","LifeSearch3",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","LifeSearch4",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","U-Cker2",495.015
1751296123921,"LSC2505","LSC25_QA_GRP","SnapSeek2",790.6083333333333
1751296123921,"LSC2505","LSC25_QA_GRP","LifeSearch2",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","Lumina2",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","LifeGraph1",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","MyEachtraX",494.0916666666667
1751296123921,"LSC2505","LSC25_QA_GRP","SnapSneek1",860.0433333333333
1751296123921,"LSC2505","LSC25_QA_GRP","MemoriEase",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","U-Cker3",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","VitaChronicle1",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","U-Cker1",737.4533333333334
1751296123921,"LSC2505","LSC25_QA_GRP","Lumina1",796.0533333333333
1751296123921,"LSC2505","LSC25_QA_GRP","VitaChronicle2",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","LifeGraph2",594.3083333333333
1751296123921,"LSC2505","LSC25_QA_GRP","lifeXplore2",801.6366666666667
1751296123921,"LSC2505","LSC25_QA_GRP","U-Cker4",0.0
1751296123921,"LSC2505","LSC25_QA_GRP","MEMORIA",737.2416666666667
1751296123921,"LSC2505","LSC25_QA_GRP","lifeXplore",832.8166666666666
1751296123921,"LSC2505","LSC25_QA_GRP","T-EAGLE",536.6716666666666
1751296789430,"LSC2508","LSC25_QA_GRP","LifeSearch1",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","LifeSearch3",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","LifeSearch4",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","U-Cker2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","SnapSeek2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","LifeSearch2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","Lumina2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","LifeGraph1",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","MyEachtraX",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","SnapSneek1",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","MemoriEase",412.79166666666663
1751296789430,"LSC2508","LSC25_QA_GRP","U-Cker3",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","VitaChronicle1",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","U-Cker1",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","Lumina1",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","VitaChronicle2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","LifeGraph2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","lifeXplore2",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","U-Cker4",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","MEMORIA",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","lifeXplore",0.0
1751296789430,"LSC2508","LSC25_QA_GRP","T-EAGLE",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","LifeSearch1",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","LifeSearch3",737.7216666666667
1751297139283,"LSC2509","LSC25_QA_GRP","LifeSearch4",678.4766666666667
1751297139283,"LSC2509","LSC25_QA_GRP","U-Cker2",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","SnapSeek2",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","LifeSearch2",825.15
1751297139283,"LSC2509","LSC25_QA_GRP","Lumina2",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","LifeGraph1",833.1366666666667
1751297139283,"LSC2509","LSC25_QA_GRP","MyEachtraX",935.5983333333334
1751297139283,"LSC2509","LSC25_QA_GRP","SnapSneek1",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","MemoriEase",889.595
1751297139283,"LSC2509","LSC25_QA_GRP","U-Cker3",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","VitaChronicle1",845.1966666666667
1751297139283,"LSC2509","LSC25_QA_GRP","U-Cker1",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","Lumina1",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","VitaChronicle2",931.8983333333333
1751297139283,"LSC2509","LSC25_QA_GRP","LifeGraph2",547.0983333333334
1751297139283,"LSC2509","LSC25_QA_GRP","lifeXplore2",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","U-Cker4",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","MEMORIA",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","lifeXplore",0.0
1751297139283,"LSC2509","LSC25_QA_GRP","T-EAGLE",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","LifeSearch1",90.9090909090909
1751297831341,"LSC2511","LSC25_ADHOC_GRP","LifeSearch3",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","LifeSearch4",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","U-Cker2",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","SnapSeek2",163.63636363636363
1751297831341,"LSC2511","LSC25_ADHOC_GRP","LifeSearch2",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","Lumina2",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","LifeGraph1",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","MyEachtraX",163.63636363636363
1751297831341,"LSC2511","LSC25_ADHOC_GRP","SnapSneek1",236.36363636363632
1751297831341,"LSC2511","LSC25_ADHOC_GRP","MemoriEase",436.3636363636363
1751297831341,"LSC2511","LSC25_ADHOC_GRP","U-Cker3",272.7272727272727
1751297831341,"LSC2511","LSC25_ADHOC_GRP","VitaChronicle1",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","U-Cker1",327.2727272727272
1751297831341,"LSC2511","LSC25_ADHOC_GRP","Lumina1",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","VitaChronicle2",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","LifeGraph2",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","lifeXplore2",145.45454545454547
1751297831341,"LSC2511","LSC25_ADHOC_GRP","U-Cker4",0.0
1751297831341,"LSC2511","LSC25_ADHOC_GRP","MEMORIA",181.8181818181818
1751297831341,"LSC2511","LSC25_ADHOC_GRP","lifeXplore",381.8181818181818
1751297831341,"LSC2511","LSC25_ADHOC_GRP","T-EAGLE",181.8181818181818
1751298077450,"LSC2512","LSC25_ADHOC_GRP","LifeSearch1",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","LifeSearch3",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","LifeSearch4",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","U-Cker2",900.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","SnapSeek2",816.6666666666667
1751298077450,"LSC2512","LSC25_ADHOC_GRP","LifeSearch2",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","Lumina2",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","LifeGraph1",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","MyEachtraX",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","SnapSneek1",916.6666666666666
1751298077450,"LSC2512","LSC25_ADHOC_GRP","MemoriEase",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","U-Cker3",883.3333333333333
1751298077450,"LSC2512","LSC25_ADHOC_GRP","VitaChronicle1",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","U-Cker1",500.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","Lumina1",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","VitaChronicle2",383.3333333333333
1751298077450,"LSC2512","LSC25_ADHOC_GRP","LifeGraph2",0.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","lifeXplore2",900.0
1751298077450,"LSC2512","LSC25_ADHOC_GRP","U-Cker4",833.3333333333334
1751298077450,"LSC2512","LSC25_ADHOC_GRP","MEMORIA",983.3333333333334
1751298077450,"LSC2512","LSC25_ADHOC_GRP","lifeXplore",783.3333333333334
1751298077450,"LSC2512","LSC25_ADHOC_GRP","T-EAGLE",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","LifeSearch1",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","LifeSearch3",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","LifeSearch4",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","U-Cker2",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","SnapSeek2",542.8571428571428
1751298303046,"LSC2513","LSC25_ADHOC_GRP","LifeSearch2",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","Lumina2",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","LifeGraph1",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","MyEachtraX",85.71428571428572
1751298303046,"LSC2513","LSC25_ADHOC_GRP","SnapSneek1",571.4285714285714
1751298303046,"LSC2513","LSC25_ADHOC_GRP","MemoriEase",114.28571428571429
1751298303046,"LSC2513","LSC25_ADHOC_GRP","U-Cker3",257.14285714285705
1751298303046,"LSC2513","LSC25_ADHOC_GRP","VitaChronicle1",371.42857142857144
1751298303046,"LSC2513","LSC25_ADHOC_GRP","U-Cker1",257.14285714285705
1751298303046,"LSC2513","LSC25_ADHOC_GRP","Lumina1",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","VitaChronicle2",399.99999999999994
1751298303046,"LSC2513","LSC25_ADHOC_GRP","LifeGraph2",428.57142857142856
1751298303046,"LSC2513","LSC25_ADHOC_GRP","lifeXplore2",257.14285714285717
1751298303046,"LSC2513","LSC25_ADHOC_GRP","U-Cker4",0.0
1751298303046,"LSC2513","LSC25_ADHOC_GRP","MEMORIA",285.7142857142857
1751298303046,"LSC2513","LSC25_ADHOC_GRP","lifeXplore",371.42857142857144
1751298303046,"LSC2513","LSC25_ADHOC_GRP","T-EAGLE",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","LifeSearch1",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","LifeSearch3",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","LifeSearch4",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","U-Cker2",1000.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","SnapSeek2",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","LifeSearch2",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","Lumina2",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","LifeGraph1",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","MyEachtraX",900.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","SnapSneek1",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","MemoriEase",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","U-Cker3",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","VitaChronicle1",400.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","U-Cker1",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","Lumina1",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","VitaChronicle2",400.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","LifeGraph2",0.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","lifeXplore2",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","U-Cker4",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","MEMORIA",500.0
1751298525644,"LSC2515","LSC25_ADHOC_GRP","lifeXplore",300.00000000000006
1751298525644,"LSC2515","LSC25_ADHOC_GRP","T-EAGLE",0.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","LifeSearch1",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","LifeSearch3",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","LifeSearch4",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","U-Cker2",400.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","SnapSeek2",400.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","LifeSearch2",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","Lumina2",0.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","LifeGraph1",0.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","MyEachtraX",0.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","SnapSneek1",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","MemoriEase",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","U-Cker3",400.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","VitaChronicle1",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","U-Cker1",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","Lumina1",0.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","VitaChronicle2",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","LifeGraph2",0.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","lifeXplore2",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","U-Cker4",400.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","MEMORIA",1000.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","lifeXplore",500.0
1751298788757,"LSC2516","LSC25_ADHOC_GRP","T-EAGLE",0.0
1751299009856,"LSC2518","LSC25_ADHOC_GRP","LifeSearch1",34.26294820717131
1751299009856,"LSC2518","LSC25_ADHOC_GRP","LifeSearch3",23.904382470119522
1751299009856,"LSC2518","LSC25_ADHOC_GRP","LifeSearch4",0.0
1751299009856,"LSC2518","LSC25_ADHOC_GRP","U-Cker2",65.3386454183267
1751299009856,"LSC2518","LSC25_ADHOC_GRP","SnapSeek2",133.86454183266932
1751299009856,"LSC2518","LSC25_ADHOC_GRP","LifeSearch2",2.3904382470119523
1751299009856,"LSC2518","LSC25_ADHOC_GRP","Lumina2",0.0
1751299009856,"LSC2518","LSC25_ADHOC_GRP","LifeGraph1",161.75298804780869
1751299009856,"LSC2518","LSC25_ADHOC_GRP","MyEachtraX",137.05179282868525
1751299009856,"LSC2518","LSC25_ADHOC_GRP","SnapSneek1",168.92430278884464
1751299009856,"LSC2518","LSC25_ADHOC_GRP","MemoriEase",157.76892430278883
1751299009856,"LSC2518","LSC25_ADHOC_GRP","U-Cker3",63.745019920318725
1751299009856,"LSC2518","LSC25_ADHOC_GRP","VitaChronicle1",134.6613545816733
1751299009856,"LSC2518","LSC25_ADHOC_GRP","U-Cker1",88.44621513944224
1751299009856,"LSC2518","LSC25_ADHOC_GRP","Lumina1",0.0
1751299009856,"LSC2518","LSC25_ADHOC_GRP","VitaChronicle2",55.776892430278885
1751299009856,"LSC2518","LSC25_ADHOC_GRP","LifeGraph2",141.8326693227092
1751299009856,"LSC2518","LSC25_ADHOC_GRP","lifeXplore2",223.9043824701195
1751299009856,"LSC2518","LSC25_ADHOC_GRP","U-Cker4",81.27490039840639
1751299009856,"LSC2518","LSC25_ADHOC_GRP","MEMORIA",160.95617529880477
1751299009856,"LSC2518","LSC25_ADHOC_GRP","lifeXplore",103.58565737051795
1751299009856,"LSC2518","LSC25_ADHOC_GRP","T-EAGLE",56.57370517928287
1751299453036,"LSC2519","LSC25_KIS_GRP","LifeSearch1",844.905
1751299453036,"LSC2519","LSC25_KIS_GRP","LifeSearch3",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","LifeSearch4",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","U-Cker2",736.0166666666667
1751299453036,"LSC2519","LSC25_KIS_GRP","SnapSeek2",720.9033333333333
1751299453036,"LSC2519","LSC25_KIS_GRP","LifeSearch2",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","Lumina2",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","LifeGraph1",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","MyEachtraX",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","SnapSneek1",855.3583333333333
1751299453036,"LSC2519","LSC25_KIS_GRP","MemoriEase",963.3433333333332
1751299453036,"LSC2519","LSC25_KIS_GRP","U-Cker3",868.29
1751299453036,"LSC2519","LSC25_KIS_GRP","VitaChronicle1",797.7
1751299453036,"LSC2519","LSC25_KIS_GRP","U-Cker1",601.4066666666666
1751299453036,"LSC2519","LSC25_KIS_GRP","Lumina1",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","VitaChronicle2",0.0
1751299453036,"LSC2519","LSC25_KIS_GRP","LifeGraph2",845.5733333333333
1751299453036,"LSC2519","LSC25_KIS_GRP","lifeXplore2",553.0866666666666
1751299453036,"LSC2519","LSC25_KIS_GRP","U-Cker4",781.3816666666667
1751299453036,"LSC2519","LSC25_KIS_GRP","MEMORIA",815.0366666666666
1751299453036,"LSC2519","LSC25_KIS_GRP","lifeXplore",760.1800000000001
1751299453036,"LSC2519","LSC25_KIS_GRP","T-EAGLE",0.0
1751299813607,"LSC2520","LSC25_KIS_GRP","LifeSearch1",0.0
1751299813607,"LSC2520","LSC25_KIS_GRP","LifeSearch3",503.33833333333337
1751299813607,"LSC2520","LSC25_KIS_GRP","LifeSearch4",470.6483333333333
1751299813607,"LSC2520","LSC25_KIS_GRP","U-Cker2",659.5033333333333
